title,content
指數量縮震盪，個股依財報表現調整,【財訊快報／黃俊超】美國股市三大指數週二晚間漲跌互見，道瓊上漲0.5%、S&P500下跌0.5%、Nasdaq下跌1.28%，費城半導體指數下跌3.88%，主要修正科技類股，尤其是半導體族群，不過AMD盤後發布的第二季財報，不僅營收和利潤皆優於市場預期，尤其資料中心業績成長1.15倍，第三季財測也優於預估，帶動股價盤後上漲一度超過8%，NVIDIA盤後上漲將近5%，台積電ADR盤後上漲2.76%，而微軟上季營收與獲利也都優於市場預期，但是雲端相關業務成長幅度略低於市場預期，導致盤後下跌。本次美國財報期間，多家公司開出亮眼財報股價仍是走跌，顯示市場對於展望有更高的期待。歐洲股市方面，德國股市上漲0.49%，依舊持穩高檔震盪格局，法國股市上漲0.42%，仍在年線之下震盪。今日亞洲股市多為反彈走勢，日本股市開低走高至盤上，日圓近期走升至152~155區間，靜待日本央行政策決議；韓國股市反彈，站回到5日均線之上，向60日均線靠攏，中國上證、深證與香港恆生指數皆反彈。台股今日開低，不過並未再次跌破22000點，隨後在多檔電子權值股與金融類股帶動下翻紅，然台積電(2330)尾盤走低，終場加權指數下跌24.22點、0.11%，收在22199.35點，成交量為3735.7億元，在短期均線下彎的背景下，仍可能尚未止跌，但是至少有抵抗的企圖心，第一步是先回到5日與60日均線之上，才能看作初步止穩，日KD指標雖仍是交叉向下後延伸，不過開口縮小，進入相對低檔區， MACD指標黑色柱狀體微幅減少。除了美國股市與主要權值股之外，成交量也是觀察的重點，目前已經連續五個交易日低於5000億元，其中有四個交易日低於4000億元，指數雖有初步止穩跡象，不過量能仍是偏低，還有變數，大盤融資餘額在颱風假之前的三個交易日，減少略高於100億元，上週五指數跌破季線，融資反向增加29.5億元，不過週一則是大幅減少超過60億元，外資於期貨市場空單水位仍屬相對高檔，建議短線操作仍須謹慎，猜底摸頭都是困難的，若要大幅度加碼，等待趨勢回穩會比較安全。櫃檯指數今日在平盤上下震盪，終場下跌1.06點、0.4%，收在262.3點，成交量能為1050.74億元，短期均線也是下彎，一度逼近120日均線，目前在5日與60日均線附近，日KD指標向下交叉後延伸，開口縮小，MACD指標黑色柱狀體微幅減少，成交量能也有漸趨萎縮跡象。在大型權值股穩盤下，中小型股有各自表述空間，尤其可留意財報表現較佳的個股，如國巨(2327)帶動被動元件族群彈升，傳產類股則是航太與自行車相關股表現較佳，成衣、製鞋與運輸也不錯。短線操作在波動幅度放大的前提下，基本上多空都可以操作，主要是看個人能力，波動越大越是藝高人膽大者的天堂，長線投資持續按照原先設定與規劃布局。美國股市進入財報密集公告期，台灣也將於8月中前公告第二季與上半年財報，基本面若不如預期或是只依靠題材，且籌碼面相對不佳的個股，就算有反彈力道也會受到限制，甚至可能持續修正，不過若是表現優於預期，或將會有較大的反彈機會。<BR>
【台股盤後】台股震盪269點 終場下跌24點、季線反壓待突破,（中央社記者張建中台北2024年7月31日電）台股今天上下震盪269點，指數最低下探22046.29點，最高達22315.31點，終場收在22199.35點，下跌24.22點。食品、機電和汽車類股指數下挫逾1%，表現相對弱勢。台股今天加權指數收在222199.35點，下跌24.22點，跌幅0.11%，成交值新台幣3735.7億元，上檔季線22306點反壓仍重。隨著美國費城半導體指數30日重挫3.88%，台積電 (2330) 早盤股價走勢疲弱，下檔觸及928元，下跌12元；不過在低接買盤湧入下，跌勢收斂，終場收在934元，下跌6元，影響大盤約48點。超微（AMD）AI繪圖處理器（GPU）強勁成長，激勵盤後股價勁揚逾7%，AI晶片大廠輝達（NVIDIA）盤後同步上揚逾5%。營邦 (3693) 和鴻海 (2317) 等AI族群股價紛紛收高，為電子類股表現較佳的族群。被動元件廠國巨 (2327) 第2季稅後淨利達54.53億元，創7季來高點，並看好第3季營收、毛利率和營益率均可小幅季增，激勵國巨股價大漲62元，收在792元。記憶體製造廠旺宏 (2337) 第2季虧損縮小，並看好下半年營運表現可望優於上半年，股價強攻漲停29.4元。整體電子類股指數下跌0.31%。傳統產業股漲跌互見，航運類股指數上揚逾1%，表現較佳；食品、機電和汽車類股指數下挫逾1%，表現相對疲弱；金融類股指數上揚逾1%。兆豐國際投顧副總經理黃國偉表示，台股近期進行季線攻防，觀察今年以來大盤2次回檔，皆在季線附近止跌回升，季線是多空趨勢重要分水嶺，不宜失守。（編輯：張良知）
大陸摺疊手機商機升溫 南寶、永捷出貨動能推進看俏,大陸摺疊手機布局商機持續推展、升溫，南寶（4766）因碳纖複合材打入汽車、筆電等產品，並跨入陸系摺疊機供應鏈，下半年開始出貨；永捷（4714）也因可撓式HC材料取得三款新機種認證，伴隨新單挹注，出貨動能推進看俏。此外，鼎基（6585）去年高機能薄膜用於手機內部隔絕材料，打入蘋果IPHONE供應鏈，帶動電子營收比推進至9.3％。第三季邁入電子產品出貨旺季，搭配高毛利產品醫療、車用訂單持穩拉升，法人看好全年毛利率站穩4字頭，獲利進補。南寶因產業景氣與需求逐步回溫，耕耘新產品與應用的效應逐漸顯現，上半年營收107.7億元，年增12.1％，創同期新高。除碳纖複合材打入陸系摺疊機供應鏈，積極拓展非鞋用接著劑市場，包括已出貨的液晶顯示器面板製程的光學膠，及開發中的半導體製程所需耐高溫膠、紫外光解黏膠等，營運持穩推進。南寶規畫將在大陸、越南、印度擴充新產線，其中印度清奈新廠預計2025年底至2026年初投產，生產接著劑；大陸擴建地點為安徽安慶；越南規劃於大登廠區內擴建新產線，並持續尋求透過併購拓展產品線和應用領域的機會。永捷可撓式HC材料取得三款新機種認證，PU新產品以歐洲環保水性為主，3月再投入一只六噸反應槽，設備月產能可再提升一倍以上。第三季、第四季產能預期會有倍數成長，全年出貨明顯提升。鼎基醫療、汽車客戶拉貨動能續強，電子產品打入美系手機大客戶供應鏈，預估第三季有明顯拉貨動能。今年除深耕美國市場，還將加強歐洲、東南亞與新興市場開拓。
友達：第2季每股損失0.03元 本業轉盈因地震致虧損,（中央社記者潘智義台北2024年7月31日電）面板廠友達光電 (2409) 今天公布第2季財報，合併營收新台幣743.3億元，較第1季增加25%，年增17.4%。雖然本業轉盈，但因地震造成一個廠區受損，第2季歸屬母公司業主淨損2.3億元，基本每股損失0.03元。友達統計，第2季面板總出貨面積達556.8萬平方公尺，較第1季增加5.1%，較2023年第2季減少2.4%。回顧第2季，友達說明，4月初的地震的確對產出造成一些影響，但已全線恢復生產，消費型電子產品市場需求平穩回升，品牌持續備貨。友達指出，BHTC自第2季起併入友達，擴大車用事業成長動能，垂直場域事業也穩健成長。受惠於整體營收較第1季大增25%，第2季本業營運順利轉虧為盈，整體虧損程度也較第1季大幅改善。進入第3季，友達說明，全球經濟環境仍受通膨及戰爭的不確定性影響，但產品業務多元，並優化產品組合，且車用與垂直場域動能維持穩定，有助於整體營運表現。友達表示，近幾年一直努力進行雙軸轉型，希望最大化公司在顯示技術上的know-how，由一家以面板為主的顯示用元件公司，轉型成一個「以顯示技術為核心的解決方案公司」。未來在營運與策略規劃方面，友達將改以3組不同的營運結構當作公司的3個主要營運支柱，「MobilitySolution智慧移動」、「Vertical Solution垂直場域」以及「Display顯示科技」。針對各自的挑戰與機會進行營運聚焦與優化，以取得最佳營運表現，以期能夠降低面板產業景氣循環的影響，達到穩定獲利。
《台北股市》外資連4賣 7月提款3502億元 苦吞第二大,"【時報-台北電】周三台股劇烈震盪！前一日美國大型科技股遭到拋售，輝達崩跌，那指、費半倒地，台股開盤指數跌逾百點，電子權值股的台積電、聯發科(2454)聯袂下挫，鴻海(2317)、台達電(2308)等挺身而出。AI權值股走勢仍疲，被動元件大廠國巨(2327)挾業績利多強漲，金融股上揚，傳產股中營建股繼續噴發。矽統(2363)財報雖虧損股價卻衝漲停，成為盤面上的少數紅燈。群創(3481)第二季淨利轉虧為盈，且宣布賣南科廠房，今日爆量位居第一。終場台股收跌24.22點，為22199.35點。今日外資(不含外資自營商)賣超164.576億元，投信買超59.9694億元，自營商賣超56.9447億元，三大法人賣超161.55億元。7月累計賣超3502億元，為2004年以來史上第二大賣超。盤面上，類股漲跌各半。鴻海一度站回200元，成為權值股中的焦點，帶領他電類跟著嗨，強勢股鑫科(3663)連拉2根漲停寫歷史高，金寶(2312)、勤凱(4760)、陽程(3498)、弘塑(3131)、岱稜(3303)等同步走高，推升上市櫃他電類指一度勁升逾1%，收盤漲幅居台股前段班。今日將舉辦法說的聯發科(2454)一度大跌55元至1200元，所幸法說變法會的創意(3443)終見止血反彈半根，讓IC設計族群鬆一口氣，減資後股價跳水的矽統(2363)也回神拉漲停助攻，威盛(2388)跟著觸頂彈，系微(6231)、瑞昱(2379)、立積(4968)、通泰(5487)偏多表態力抗空軍。金融股7月步入股息入帳高峰，加上7月加權指數從創歷史新高到拉回創波段低點，高低震盪2,500多點，自營商自行買賣部位積極逢高調節，獲利入帳可望美化帳面，金控股7月獲利可望繳出亮麗成績單，31日金融股表現強勢大漲逾1%。富邦金領頭大漲，逼近90元，玉山金、群益期、永豐金、國泰金、華南金、元大金等幅都在1%以上，相對電子股及加權指數強勢。台股30日上演破底翻行情，拉出紅棒留206點下影線，終場收22223點上漲59點，重返22200點大關。周三為7月最後交易日，多空爭戰更為劇烈，指數漲跌忽紅忽綠，最終收跌24.22點，為22199.35點，5日RSI為30.81，10日RSI為36.13，9日K值為17.11，9日D值為21.24，20日乖離率為-4.51。外資今日繼續賣超台股164億元，形成連4賣，7月份共賣超3502億元，單月賣超金額為2004年以來史上第二大賣超，僅次於2020年3月的3591億元。不過，台股成交量目前已經連續5個交易日低於5000億元，顯示市場惜售心態濃厚，融資浮額大幅清洗，籌碼可望沉澱，靜待外資空單口數顯著減少。台股22200關卡不保，7月來累計跌跌832.90點、跌幅3.6%，為2023年1月以來單月最大跌幅，月線難逃長黑K棒並留千點「避雷針」。第一金投顧董事長陳奕光指出，7月台股創24416點歷史高點、也寫下21833點波段低點，國家隊包括八大公股行庫及投信合計加碼近2000億元，力抗外資賣壓，短線台股有機會展開弱勢反彈，但7月30日的21833點低點恐會再一次回測，中長線回測半年線機率大。台新投顧副總經理黃文清表示，台股有機會展開弱勢反彈，至於反彈幅度有多大，要看外資期貨空單何時回補及融資浮額清洗幅度。（編輯：張嘉倚）"
【7月台股風雲榜】沒有暑假行情？遊戲股王鈊象單月大跌逾4成登「最慘股」,台股7月最後一個交易日，《Yahoo奇摩財經》統計7月上櫃個股跌幅排行，遊戲股王鈊象（3293）單月大跌逾4成登「最慘股」；其次則是老牌家電廠大同（2371）集團旗下子公司福華（8085），7月股價也跌超過3成。鈊象旗下最熱門的產品就屬麻將遊戲「明星三缺一」，正值暑假期間，市場原本期待暑假行情，但鈊象這個月迎來除權息大秀，還原股價後單月仍重挫44.87%。亞洲證券投顧分析師吳岳展對此分析，主要是台股大環境下跌，加上鈊象算高股息個股，股票除權息完投資人進行換股，造成賣壓湧現。至於這個月第2大慘跌股福華，近年轉向碳權開發，更宣布攜手多家企業共組碳權策略聯盟，股價原本在6月大漲，近日卻傳出福華在印尼的碳權開發進度與額度尚未明朗，拖累福華股價連日慘摔。 福華先前特別發聲明澄清是市場不實言論，強調目前營運狀況穩定，各項新開發業務均按計劃順利進行。據CMoney統計，7月上櫃公司跌幅最多的前10名分別是鈊象（3293）、福華（8085）、金麗科（3228）、欣普羅（6560）、大世科（8099）、聯亞（3081）、慧智（6615）、倚強科（3219）、商丞（8277）、醫影（6637）。第11到20名則分別為宏捷科（8086）、廣寰科（3287）、雷笛克光學（5230）、環宇-KY（4991）、合世（1781）、朋程（8255）、穩懋（3105）、昱展新藥（6785）、健椿（4561）、前鼎（4908）。⭐手刀加入！Yahoo奇摩Line理財官方帳號⭐
《光電股》友達三大支柱 拚Mobility、Vertical場域,【時報記者莊丙農台北報導】友達(2409)今天召開法說會，友達著重在說明「Mobility Solution智慧移動」、「Vertical Solution垂直場域」以及「Display顯示科技」三大支柱未來的發展。公司表示，將邁向輕資產發展，未來資本支出會把資源做更合理分配，智慧移動、垂直場域投入更多資源，持續提升對於抵抗面板景氣循環的能力。展望第三季，董事長彭（又又）浪指出，消費型產品終端銷售較為平淡，今年傳統旺季不如以往，智慧移動營收與第二季相當，垂直場域營收較第二季下降，面板顯示器營收會成長，整體第三季營收估計較上季小幅成長。針對第二季營運表現，彭（又又）浪指出，消費型電子產品需求穩定，通路庫存相對健康，品牌廠備貨積極，TV跟MNT面板第二季價格往上，車用顯示因BHTC加入挹注車用營收大幅增長，帶動友達本業轉盈；但第二季地震有廠房受損，造成停產及維修費用產生，整體微幅虧損。彭（又又）浪表示，過去面板景氣影響很大，從早年曾經一年營收4800億元，到去年只有2400億元，面對景氣波動，友達持續尋找轉型，建立第二波成長曲線。透過雙軸轉型，往輕資本延伸價值鏈，包括醫療、教育、零售等場域發展，由面板為主的顯示用元件公司轉型成以顯示技術為核心的解決方案公司。因此，友達建構「智慧移動」、「垂直場域」以及「顯示科技」三大營運支柱。執行長暨總經理柯富仁表示，全球汽車每年成長率僅1到2％，友達假若僅僅銷售車用面板，成長率有限，因此，結合BHTC來提供更多元車用產品線，像是取代溫控、傳統機械式懸扭，到提供整個智慧座艙元件解決方案，邁向整個生態圈。預期「Mobility Solution」未來幾年營收都將呈現雙位數成長。「Vertical Solution垂直場域」專注智慧醫療、智慧零售及智慧教育，提供一站式智慧解決方案。另外，就是長期布局的太陽能領域，除了太陽能廠建置外，還跨足儲能、碳排、管理水資源等領域，該事業群已經是友達成功轉型案例，也預期。「Vertical」未來幾年都會呈現雙位數成長。「Display顯示科技」是讓友達能持續穩定產生現金流，柯富仁指出，過去TV面板營收占比到去年已經降低到19％，隨著垂直場域等兩大支柱的成長，TV面板面對景氣循環越來越能進入到可控範圍。但在顯示技術上，友達也投入到節能、綠色製造中，其中，AI PC跟車用面板的發展讓過去布局的低溫多晶矽LTPS帶來關鍵作用。由於LTPS具備低耗電的特性，尤其AI NB發展趨勢，到2028年占整個NB市場將達到8成，但算力增加必須顧及到省電，甚至在製造過程中節能相當重要，LTPS在省電及生產過程中的碳排都優於OLED，友達會充分發揮LTPS優勢，拉動在NB的市占率。
《台北股市》投信31日賣超前十大 中華翻臉賣最多、爆量殺跌停,【時報-台北電】台股集中市場今日開低收低，盤初受權值F4齊跌影響，一度滑落至22046.29點、大跌182.72點，但在鴻海(2317)、廣達(2382)攜手翻紅，加上國巨(2327)引領被動元件族群上攻、金航也攜手走高下，盤中一度翻紅挺升至22315.31點，惟臨收台積電(2330)翻紅不成收低在934元，影響指數隨之收低24.22點、報22199.35點，總成交值3735.70億元。三大法人賣超161.55億元，其中，外資連4賣、續調節164.58億元，投信、自營商分別買超59.97億元及賣超56.94億元。投信賣超前十大個股中，中華(2204)H1稅後純益24.57億元、年減18.8％，投信連3日小幅回補78張後，今日翻臉大賣2577張，雖外資轉買超1362張救援，但仍爆出近1.3萬張大量，股價下殺跌停97.7元，退出百元俱樂部。依類別分，6檔電子股、1檔金融股及3檔傳產股；依股價分，3檔百元股、3檔中價位股及4檔銅板股；賣超張數方面，榜首為中華(2204)，賣超2577張，華通(2313)、玉山金(2884)名列二、三名，分別賣超2212張及賣超1558張。第四及第五名為全新(2455)、仁寶(2324)，其他依序為新日興(3376)、遠東新(1402)、南亞科(2408)、鴻海(2317)及正新(2105)。●投信31日賣超前十名：1.中華(2204)收97.70元，跌10.80元或9.95%，投信賣超2577張。2.華通(2313)收77.70元，跌0.20元或0.26%，投信賣超2212張。3.玉山金(2884)收26.55元，漲0.30元或1.14%，投信賣超1558張。4.全新(2455)收150.00元，跌8.50元或5.36%，投信賣超1261張。5.仁寶(2324)收31.45元，跌0.30元或0.94%，投信賣超674張。6.新日興(3376)收211.00元，跌15.00元或6.64%，投信賣超665張。7.遠東新(1402)收34.00元，漲0.35元或1.04%，投信賣超569張。8.南亞科(2408)收57.10元，股價持平，投信賣超536張。9.鴻海(2317)收198.00元，漲2.00元或1.02%，投信賣超529張。10.正新(2105)收48.25元，漲0.05元或0.10%，投信賣超526張。●前三大個股近五日籌碼：1.中華(2204)三大法人累計買超1505張，其中外資買超2355張、投信賣超339張、自營商賣超510張；融資減36張、融券增5張，券資比0.25%。2.華通(2313)三大法人累計賣超8234張，其中外資賣超1萬273張、投信買超1105張、自營商買超934張；融資減205張、融券減914張，券資比2.94%。3.玉山金(2884)三大法人累計賣超7萬48張，其中外資賣超4萬8182張、投信買超9989張、自營商賣超3萬1855張；融資增1999張、融券增90張，券資比1.26%。註：台股總成交值不含鉅額交易；個股買賣超僅31日未加計鉅額交易；資券統計截至前一交易日。(編輯：李慧蘭)
精測第3季業績看增 今年逐季成長可期,（中央社記者鍾榮峰台北2024年7月31日電）測試介面廠中華精測 (6510) 今天下午預估，第3季業績可較第2季成長，下半年成長可期，預估今年雙位數百分比成長目標可達成，今年業績有機會逐季成長，不過精測預期，第3季毛利率會小幅季減，較去年同期相當，主要是配合客戶新晶片上市時程。精測下午舉行線上法人說明會，展望第3季和下半年營運，精測總經理黃水可預估，第3季業績可較第2季成長，成長幅度放大，下半年整體成長可期，預估今年度雙位數百分比成長目標可達標，今年業績有機會逐季成長。黃水可也期盼精測2025年營收達到2022年歷史新高水準，屆時獲利相對可期。從產品類別來看，黃水可表示，下半年手機應用處理器（AP）營收可較上半年佳，高效能運算（HPC）成長幅度加大，射頻元件成長可期，下半年探針卡能見度佳，今年探針卡業績可年成長雙位數百分比。展望未來，他預估人工智慧AI應用將成為民生必需品，帶動半導體產業成長趨勢。展望毛利率動向，精測指出，受惠產品組合強化，精測第2季高單價整組探針卡業績占比，維持在37%比例，加上AI和HPC回溫，相關出貨放量，帶動第2季毛利率。精測預估今年整體毛利率可維持50%區間，不過第3季毛利率會小幅季減，較去年同期相當，主要是配合客戶新晶片上市時程，部分先進製程探針卡量產驗收，下半年逐季認列營收。在稼動率，精測預估，下半年整廠設備產能利用率有機會到70%，產能需求到年底充裕。在高頻寬記憶體（HBM）測試介面布局，黃水可表示，持續與客戶洽商驗證進度，評估2025年可漸明朗。
熱門股－光頡 站穩月線攻上漲停,"光頡（3624）在被動元件龍頭股國巨單日勁揚逾8％激勵，股價跟進衝上漲停板，終場以漲停板價位54.1元亮麗收市，收盤漲停委買單量超過5,000張，外資、自營商小幅度買超光頡。光頡為晶片電阻廠，大股東為陸資廠風華高科，持股達40％，由本波段高點60.4元起算，光頡股價修正幅度已超過20％，跌幅達波段滿足點之下，光頡展開強勁反彈走勢，7月31日收盤價一舉站穩月線之上；光頡6月營收達2.34億元，月減4.37％、年增8.35％，累計上半年營收達13億元，年減2.32％。"
友達Q2本業轉盈 Q3樂觀,友達（2409）7月31日舉行法說會，第二季合併營業額743.3億元，季增25％，年增17.4％，本業轉盈，但因認列地震損失，稅後淨損2.3億元，基本每股損失0.03元。展望第三季，董事長彭双浪表示，智慧移動事業營收和第二季相當，垂直場域事業受能源事業波動影響，第三季會下降，而顯示事業營收第三季還是會成長。整體來看第三季營收還是會成長，但是旺季效應不明顯。回顧第二季，彭双浪表示，第二季消費需求穩定，品牌備貨積極，電視面板、監視器面板都看到價格上升。BHTC挹注車用營收大幅成長，垂直場域比重也隨之拉升，第二季超過2成、來到23％。本業轉虧為盈，但認列地震相關損失約4億元，拖累稅後虧損2.3億元，每股淨損0.03元。展望第三季，彭双浪指出，消費型產品最近終端銷售比較平淡，今年傳統旺季不像過去那麼旺，下半年拉貨動能比較疲弱。所幸客戶群分散，即使旺季效應不明顯，預期營收還是可以增長。從三大策略事業來看，Mobility Solution智慧移動營收約和第二季相當，而Vertical Solution垂直場域事業還是成長，其中能源事業受到政府標案波動影響，第三季會降低一點，造成垂直場域營收下降。Display顯示事業第三季營收還是會成長。整體來看，友達預期第三季營收還是會成長，但是旺季效應不明顯。友達近幾年一直努力進行雙軸轉型，希望最大化公司在顯示技術上的know-how，由一家以面板為主的顯示用元件公司，轉型成一個「以顯示技術為核心的解決方案公司」。未來在公司營運與策略規劃方面，將改以三組不同的營運結構來當作公司的三個主要營運支柱，「Mobility Solution智慧移動」、「Vertical Solution垂直場域」以及「Display顯示科技」。Display比重逐漸下降、第二季約占53％，非純面板營收比達42％。總經理柯富仁笑稱，已經不能稱為「面板雙虎」，否則另外4～5成的業務怎麼算。接下來會放更多資源在智慧移動和垂直場域，預期智慧移動和垂直場域未來幾年營收的年複合成長率都是雙位數，成為公司成長引擎，預期2027年合計營收占比將突破5成，長期來看，期望做到「三分天下」。
高鐵全年目標 420萬人次 國旅熱潮帶動，創高可期,台灣高鐵積極推廣國旅，預計在暑期旺季、ITF旅展優惠專案及地方合作帶動下，下半年旅運人次將較上半年大幅成長，全年可望達到420萬人次新高，較2023年403萬成長4.2％。受惠旅運需求持續暢旺，台灣高鐵近期持續增班，且正向看待國內旅遊持續成長，未來營運貢獻提升。在高鐵假期、飯店聯票等多元旅遊產品組裝搭配，今年以來有多項活動、演唱會加持，上半年單月旅遊業績最多較去年同期成長5成，平均增幅也達1成以上。回顧上半年旅遊產品銷售情況，台灣高鐵表示，4月雖受到地震頻發，及外籍旅客入境人數未達預期影響，在海外旅遊產品銷售量不如預期，但國旅市場於第二季配合屏東黑鮪魚季、奇美博物館《從拉斐爾到梵谷》年度大展等主題活動，刺激業績成長，旅遊人次累積達成率近9成。展望下半年，台灣高鐵預期透過各項暑期優惠、ITF旅展優惠專案，及與中央、地方合作等活動帶動下，全年旅遊人數目標將達420萬，可望改寫歷史高峰。此外，台灣高鐵與Klook、KKday、易遊網、ibon及雄獅旅遊等五個國內大型旅遊元件平台合作推出的「國旅聯票」，透過合作平台App預定行程，提供QR code憑證「即買即用」，符合年輕族群使用習慣，為近年高鐵成長速度最快的旅遊產品。據悉，台灣高鐵今年底可望與大型訂票平台簽約，異業結盟效益進一步發酵，「展票加車票」策略下，為加速推動旅遊人數成長的一大動能。台灣高鐵指出，「高鐵飯店聯票」目前全台共有逾200家飯店合作，在7～9月暑假期間推出多項優惠專案，並攜手義大、凱撒雙集團飯店，預期暑假期間相較去年同期約有15％以上的成長。
操盤心法－季線攻防整理 留意蘋果概念股,"市場消息：美國商務部7月26日公告個人消費支出物價（PCE）指數，6月PCE月增0.1％，年增由5月的2.6％降至2.5％，數據合於市場預期，扣除食品、能源價格不計的核心PCE，6月月增0.2％，相較5月月增0.1％，稍有增溫現象，6月年增2.6％，雖略高市場預期，但與5月持平，整體言PCE呈現走緩強化了降息的預期。另外，雖然Markit採購經理人指數（PMI）的7月服務業PMI初值走強來到56，高於預期的54.7，然而製造業PMI初值49.5，回落榮枯線50以下，且創下6個月以來的低點，這反應出美國製造業走緩的現象，市場預期聯準會（Fed）為支撐製造業的表現，貨幣政策轉向寬鬆的機率亦因而增溫。就在物價數據與製造業景氣指標皆有走緩之下，市場對於Fed降息充滿期待，由芝商所的FedWatch在9月升降息的預估，降息1碼至利率目標區間5～5.25％的機率逾九成，更估計至今年年底前將降息3碼，預估Fed有望在第三季末開啟降息，緩解利率高張的壓力。盤勢分析：近期美國科技巨頭陸續公告上一季財報表現，其中Alphabet、超微、微軟業績高於預期，然而市場對於業績要求更高之下，廣告營收未達預期的Alphabet與雲端業務低於預期的微軟，股價表現相對疲軟，再加上科技指數與科技股位居高位，稍有風吹草動都讓緊張情緒升溫，國內科技股不免受累。回顧6月外銷訂單狀況，外銷訂單455.6億美元，年增率3.1％，年增率增幅連二月下滑，月增率呈現月減6.8％，表現不如預期，不過隨著後續AI需求增溫，再加上下半年為消費電子的傳統旺季，再配合手機新品的銷售，供應鏈處於備料期間，拉貨潮有機會逐步顯現，第三季旺季效應可期。加權指數在7月11日見24,416點的高點後，受美科技指數拖累震盪拉回，外資在7月11日以來調節逾3,000億元，造成大盤沈重壓力，多空雙方來到季線附近進行攻防，然而展望第三季電子股進入傳統旺季，配合本波股價修正，具展望的個股目前位階有望再吸引資金關注。投資建議：Fed寬鬆政策的開啟已是板上釘釘，因此市場對於債券型的商品關注程度提高，除著眼於高殖利率外，更關心的是利率環境寬鬆後，債券價格上漲所帶來的資本利得，因此國內掛牌的長天期的債券ETF後續表現值得投資人留意。蘋果9月新機發表在即，市場估計在蘋果加入AI功能後換機潮可期，明後兩年蘋果銷售有望挑戰5億支的出貨，蘋果供應鏈面對的備貨需求持續增溫，再加上第三季為國內電子股的傳統旺季，營運表現值得期待，其中包括兼具AI與蘋果概念的鴻海，鏡頭廠商的大立光，及載板的欣興第三季的營運動能可期。"
